trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
4	fish_white_bodies_orange_stripes_or_fangs	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554923667070.0	speaker	fish-body_color-white	fish-stripes_color-purple	fish-stripes_color-orange	it does not have orange stripes or black lines on its body and tail~~~ its body and tail are solid pink	39911	speaker	45075	chatMessage			8487603587368127100
5	birds_purple_tails	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554923730335.0	speaker	bird-crest_tail_color-purple	bird-crest_tail_color-white	bird-bird_wing_color-orange	it has 5 orange feathers on th bottom and a large white feather above them	34517	speaker	41083	chatMessage			8039683621466926280
6	trees_orange_trunks_berries	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554923777169.0	speaker	tree-trunk_color-orange	tree-leaves_present-false	tree-berries_color-orange	it has red flowers, but no orange buds	11974	speaker	21818	chatMessage			4389233555230771533
7	trees_white_leaves_or_orange_berries	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554923822758.0	speaker	tree-berries_color-orange	tree-trunk_color-orange	tree-berries_color-orange	the stem is pink and the buds are white	8854	speaker	16310	chatMessage			8184566820595932361
8	fish_orange_bodies_purple_stripes	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554923963017.0	speaker	fish-stripes_color-purple	fish-fangs_present-false	fish-body_color-white	it is one of the orange fish, but they look exactly the same to me~~~ if one looks a bit larger, try that one!	48503	speaker	113231	chatMessage			8742629487864469593
9	trees_orange_berries_purple_trunks_or_white_leaves	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924009572.0	speaker	tree-trunk_color-purple	tree-trunk_color-orange	tree-leaves_present-true	it has a red stem, pink leaves and blue buds	17625	speaker	24396	chatMessage			3117464798914167272
10	trees_purple_berries	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924041467.0	speaker	tree-berries_color-purple	tree-berries_present-false	tree-trunk_color-white	it has a red stem, and pink buds	13287	speaker	16930	chatMessage			-6382536414568954668
11	fish_fangs	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924125562.0	speaker	fish-fangs_present	fish-whiskers_present-false	fish-stripes_present-false	it has striped body and tail and lines coming from its face	47206	speaker	58943	chatMessage			-4640284499120816402
12	flowers_purple_centers_or_orange_stems_with_thorns	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924174144.0	speaker	flower-center_color-purple	flower-thorns_present-true	flower-petals_color-purple	it is an orange flower but does NOT have thorns	17351	speaker	21401	chatMessage			415977914200396084
14	fish_white_stripes_or_whiskers	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924248472.0	speaker	fish-stripes_present	fish-body_color-white	fish-stripes_color-white	orange body, pink stripes	12727	speaker	20783	chatMessage			-3488911581095285740
16	birds_orange_tails_or_white_wings_orange_crests	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924366616.0	speaker	bird-bird_wing_color-white	bird-bird_wing_color-white	bird-crest_tail_color-white	has 1 pink feather but no other feathers	29852	speaker	35950	chatMessage			8025291322313263507
17	flowers_purple_stems_or_thorns_white_centers	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924391614.0	speaker	flower-center_color-white	flower-stem_color-orange	flower-petals_color-purple	white stem, orange flower	13464	speaker	16821	chatMessage			149303966410979036
19	trees_purple_leaves_berries	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924445047.0	speaker	tree-leaves_color-purple	tree-leaves_color-white	tree-berries_color-orange	red flowers, pink buds	10543	speaker	12856	chatMessage			-8461061894603810279
20	birds_purple_wings_white_crests_or_white_tails	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924492069.0	speaker	bird-crest_present	bird-crest_tail_color-orange	bird-crest_tail_color-white	has 1 orange feather, but no other feathers	18999	speaker	34645	chatMessage			-636496678487748150
21	bugs_purple_legs_white_heads_or_orange_wings	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924541886.0	speaker	bug-bug_wings_color-orange	bug-body_color-purple	bug-wings_present-true	orange wings, white underneath	38072	speaker	41246	chatMessage			-8798114987315546712
22	bugs_orange_antennae_or_wings	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924605628.0	speaker	bug-antennae_color-orange	bug-legs_color-white	bug-antennae_present-true	pink arms, no antenna on head	49696	speaker	54871	chatMessage			4185033871017900181
23	flowers_purple_stems_white_petals_or_orange_centers	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924635267.0	speaker	flower-center_color-orange	flower-center_color-white	flower-petals_color-white	purple flower, purple center	16158	speaker	22246	chatMessage			4707008463335123469
24	birds_tails	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924662836.0	speaker	bird-tail_present	bird-bird_wing_color-white	bird-crest_tail_color-orange	1 orange feather and lots of pink feathers	10636	speaker	17733	chatMessage			-6697971315301256042
25	flowers_purple_stems_white_petals_or_orange_centers	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924688603.0	speaker	flower-petals_color-white	flower-petals_color-purple	flower-stem_color-purple	white stem, orange flower	8687	speaker	12705	chatMessage			5486689285560958795
26	flowers_orange_petals_purple_centers	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924713885.0	speaker	flower-petals_color-orange	flower-center_color-white	flower-stem_color-orange	all purple 	11302	speaker	17153	chatMessage			2092635353187477396
27	birds_orange_tails_or_white_wings_orange_crests	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924750660.0	speaker	bird-crest_tail_color-orange	bird-bird_wing_color-orange	bird-tail_present-false	1 white feather, pink feathers below	25062	speaker	30237	chatMessage			3700941873837959076
28	bugs_white_legs_purple_wings_or_orange_antennae	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924779915.0	speaker	bug-legs_color-white	bug-body_color-purple	bug-antennae_present-false	orange body, has antenna	13446	speaker	23763	chatMessage			2454892257510511374
29	bugs_without_wings	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924805337.0	speaker	bug-wings_present	bug-bug_wings_color-purple	bug-legs_color-purple	orange wings, white legs	13759	speaker	18869	chatMessage			1597388475938225360
30	trees_orange_trunks_or_berries_white_leaves	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924823498.0	speaker	tree-leaves_color-white	tree-leaves_present-false	tree-berries_color-purple	pink flowers, red buds	6628	speaker	11153	chatMessage			-3592914541729781151
31	bugs_purple_legs_white_heads	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924844027.0	speaker	bug-legs_color-purple	bug-legs_color-white	bug-head_color-white	pink head, pink legs	9110	speaker	14182	chatMessage			-7838771477451060770
33	fish_white_stripes_or_whiskers	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924891713.0	speaker	fish-stripes_color-white	fish-stripes_color-purple	fish-stripes_present-true	white stripes	8056	speaker	10624	chatMessage			-2140561241347080907
34	fish_white_stripes_or_purple_bodies_whiskers	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924911713.0	speaker	fish-body_color-purple	fish-stripes_color-orange	fish-body_color-white	orange fish, pink stripes	7087	speaker	13112	chatMessage			-5961064684979606712
35	trees_without_leaves	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924928802.0	speaker	tree-leaves_present	tree-berries_color-purple	tree-trunk_color-orange	blue stem, orange buds	6312	speaker	9362	chatMessage			-1281410981839846538
36	bugs_wings_antennae	development	0471-0daa9ba2-291d-493c-b867-ccc7fbd2a50b	1554924960188.0	speaker	bug-antennae_present	bug-antennae_present-false	bug-legs_color-white	antenna, pink legs	11746	speaker	18849	chatMessage			-3532483420343531931
0	flowers_purple_centers_or_orange_stems_with_thorns	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-center_color-purple	flower-center_color-white	flower-petals_color-white	pick the critter with pink center and orange petals	9114	speaker	18212	chatMessage	I	I	-4201883744789832801
2	bugs_orange_antennae_or_wings	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bug-antennae_color-orange	bug-bug_wings_color-orange	bug-antennae_present-true	choose pink wings and pink antennae 	10837	speaker	18498	chatMessage	I	I	-1252792834298214875
3	birds_orange_tails_or_white_wings_orange_crests	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-crest_tail_color-orange	bird-crest_tail_color-white	bird-tail_present-false	choose orange tail feathers	9494	speaker	12700	chatMessage	I	I	1724791091073677469
4	trees_orange_trunks_or_berries_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-leaves_present	tree-berries_color-orange	tree-leaves_present-false	choose red berries with white leaves	7934	speaker	11576	chatMessage	I	I	-7744124702454347056
5	fish_orange_bodies_or_fangs_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-fangs_present	fish-fangs_present-true	fish-stripes_color-orange	choose one of the fish with purple stripes 	21610	speaker	32938	chatMessage	I	I	-8710639917885846199
6	birds_purple_wings_white_crests_or_white_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-crest_tail_color-white	bird-tail_present-true	bird-bird_wing_color-purple	choose orange wing with white feathers	8836	speaker	11724	chatMessage	I	I	-6630569472107837162
7	birds_purple_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-orange	bird-bird_wing_color-white	choose purple wing with orange feathers	7819	speaker	9364	chatMessage	I	I	7587478914232276206
9	birds_purple_wings_white_crests_or_white_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-crest_present	bird-crest_present-false	bird-tail_present-false	both tail and head feathers are orange	10664	speaker	14224	chatMessage	I	E	27465782300781237
10	bugs_purple_legs_white_heads_or_orange_wings	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bug-bug_wings_color-orange	bug-wings_present-true	bug-antennae_color-orange	white antennae orange wings	5499	speaker	8611	chatMessage	I	E	-601792659502171573
12	fish_orange_bodies_or_fangs_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-body_color-orange	fish-stripes_color-orange	fish-stripes_color-white	no stripes on body	4310	speaker	6611	chatMessage	I	E	-1294659411321386106
13	flowers_thorns	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-thorns_present	flower-stem_color-orange	flower-petals_color-orange	purple stem and petals	6127	speaker	10476	chatMessage	I	E	8877803719266878406
14	fish_orange_bodies_purple_stripes_or_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-stripes_color-purple	fish-body_color-white	fish-fangs_present-false	choose one of the all purple fish	13932	speaker	18795	chatMessage	I	I	-662321539308035295
15	trees_purple_leaves_berries	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-leaves_color-purple	tree-berries_present-false	tree-leaves_color-white	orange berries, no leaves	6440	speaker	9463	chatMessage	I	E	5689403773027891415
16	trees_orange_trunks_or_berries_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-trunk_color-orange	tree-berries_present-true	tree-berries_color-purple	no berries	3762	speaker	10730	chatMessage	I	E	5097081701996133884
17	birds_purple_wings_white_crests_or_white_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-bird_wing_color-purple	bird-bird_wing_color-orange	bird-crest_tail_color-white	purple wing, orange feathers	5905	speaker	8339	chatMessage	I	E	-8831507912705303335
18	fish_orange_bodies_or_fangs_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-whiskers_present	fish-whiskers_present-true	fish-stripes_present-false	orange stripes, no whiskers	7669	speaker	10780	chatMessage	I	E	-1877814815378229214
20	bugs_orange_head	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bug-head_color-orange	bug-head_color-orange	bug-bug_wings_color-purple	all white body/head, no wings	9231	speaker	14273	chatMessage	I	E	-8134564732424981833
21	flowers_orange_petals_purple_centers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-petals_color-orange	flower-petals_color-orange	flower-center_color-orange	white center, purple petals	3897	speaker	7301	chatMessage	I	E	-7087735664080619725
22	birds_orange_wings_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-bird_wing_color-orange	bird-bird_wing_color-white	bird-crest_tail_color-orange	orange wing, no head feathers	5992	speaker	11135	chatMessage	I	E	796532616298217133
23	bugs_without_wings	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bug-wings_present	bug-antennae_present-true	bug-bug_wings_color-orange	purple body, white head, purple antennae	7344	speaker	10766	chatMessage	I	E	-2575526327788677701
24	trees_orange_berries_purple_trunks_or_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-berries_color-orange	tree-leaves_color-purple	tree-berries_color-orange	white berries, no leaves	3104	speaker	4758	chatMessage	I	E	3986476541588546404
25	birds_tails	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-tail_present	bird-bird_wing_color-purple	bird-crest_present-false	white wing, white head and tail feathers	9397	speaker	14244	chatMessage	I	L	-1237552475024142402
27	bugs_purple_legs_white_heads	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bug-head_color-white	bug-antennae_color-orange	bug-bug_wings_color-purple	no wings, no antennae	5792	speaker	9809	chatMessage	I	E	-1299162887032409094
28	fish_white_bodies_orange_stripes_or_fangs	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-stripes_color-orange	fish-stripes_color-white	fish-body_color-white	all purple body, no stripes	7062	speaker	10456	chatMessage	I	E	-1006342522893267527
29	fish_white_bodies_orange_stripes_or_fangs	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-body_color-white	fish-body_color-purple	fish-whiskers_present-true	all white body, no whiskers	5263	speaker	8256	chatMessage	I	E	-330098584095868072
30	flowers_purple_stems_or_thorns_white_centers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-center_color-white	flower-petals_color-white	flower-thorns_present-true	purple center and petals NO spikes	13626	speaker	19156	chatMessage	I	L	7825092654042292224
31	trees_purple_berries_or_white_trunks	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-trunk_color-white	tree-trunk_color-orange	tree-berries_present-false	green trunk with blue berries and leaves	12275	speaker	14672	chatMessage	I	L	-1770315931686122281
32	birds_orange_tails_or_white_wings_orange_crests	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bird-bird_wing_color-white	bird-bird_wing_color-purple	bird-bird_wing_color-orange	white wing 	6318	speaker	8553	chatMessage	I	E	-5268384816570450136
33	trees_purple_berries	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-berries_color-purple	tree-leaves_color-purple	tree-berries_color-purple	all blue	1970	speaker	4953	chatMessage	I	E	-7629806512026321897
34	flowers_purple_stems_white_petals_or_orange_centers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-center_color-orange	flower-stem_color-purple	flower-stem_color-orange	white stem	1553	speaker	3557	chatMessage	I	E	4777130966154405095
35	trees_orange_berries_purple_trunks_or_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-trunk_color-purple	tree-trunk_color-purple	tree-leaves_color-white	red trunk, purple leaves, blue berries	7252	speaker	10860	chatMessage	I	E	7908831380403826279
36	trees_orange_trunks_or_berries_white_leaves	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	tree-leaves_color-white	tree-leaves_color-white	tree-trunk_color-purple	green trunk, purple leaves, blue berries	8694	speaker	13241	chatMessage	I	E	5612805717401055900
38	bugs_wings_antennae	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bug-antennae_present	bug-legs_color-white	bug-body_color-purple	white body, purple legs and head	9983	speaker	15546	chatMessage	I	L	180972132487030465
39	fish_white_stripes_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-stripes_present	fish-stripes_color-white	fish-fangs_present-false	one of the purple striped ones~~~~~~~~~it's the middle pic for me	14516	speaker	22200	chatMessage	I	Q	1266719391811817052
40	flowers_purple_petals_or_thorns	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-petals_color-purple	flower-center_color-white	flower-petals_color-purple	purple center, orange petals	4463	speaker	9261	chatMessage	I	E	852313874115069758
41	flowers_orange_stems	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-stem_color-orange	flower-stem_color-purple	flower-petals_color-orange	orange stem, white flower/petals	7975	speaker	14022	chatMessage	I	E	1554714541427005050
42	flowers_purple_stems_thorns	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	flower-stem_color-purple	flower-center_color-orange	flower-thorns_present-false	stem has spikes, white center on flower	11511	speaker	20300	chatMessage	I	E	-4803470931901876906
43	fish_white_stripes_whiskers	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	fish-stripes_color-white	fish-stripes_color-purple	fish-stripes_color-white	no stripes on body	4020	speaker	7344	chatMessage	I	E	467492077147437190
44	bugs_purple_legs_white_heads	development	0134-94ec2fd6-e1d8-439a-8440-b14b6647d7b0	1550000000000.0	listener	bug-legs_color-purple	bug-antennae_present-false	bug-bug_wings_color-purple	no wings, white antennae 	4401	speaker	8217	chatMessage	I	E	4599573085998757624
0	bugs_orange_head	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922030330.0	listener	bug-head_color-orange	bug-bug_wings_color-orange	bug-antennae_present-false	it has antennas and a purple back, no wings	19077	speaker	46489	chatMessage			-527366935914653585
1	bugs_purple_legs_white_heads_or_orange_wings	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922065796.0	listener	bug-bug_wings_color-orange	bug-head_color-white	bug-bug_wings_color-orange	no wings, purple head	8806	speaker	27004	chatMessage			-5905714394673331674
2	fish_orange_bodies_purple_stripes	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922080768.0	listener	fish-stripes_color-purple	fish-body_color-orange	fish-stripes_color-orange	all white	2321	speaker	6956	chatMessage			8484805945557473076
4	trees_orange_berries_purple_trunks_or_white_leaves	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922127842.0	listener	tree-berries_color-orange	tree-leaves_color-purple	tree-berries_present-false	blue and green leaves, red trunk	6271	speaker	10839	chatMessage			-126290391483482871
5	bugs_purple_legs_white_heads	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922158236.0	listener	bug-head_color-white	bug-head_color-white	bug-bug_wings_color-orange	white body, yellow head	5662	speaker	9570	chatMessage			-7713308111997919407
6	fish_white_bodies_orange_stripes_or_fangs	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922179285.0	listener	fish-stripes_color-orange	fish-whiskers_present-false	fish-stripes_present-false	long whiskers, yellow stripes	7135	speaker	11597	chatMessage			2343944851027260760
7	trees_purple_leaves_berries	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922204659.0	listener	tree-leaves_color-purple	tree-leaves_color-purple	tree-berries_color-purple	white and green leaves	6392	speaker	17213	chatMessage			-8794012022561972074
8	fish_orange_bodies_or_fangs_whiskers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922237577.0	listener	fish-fangs_present	fish-fangs_present-false	fish-body_color-white	purple with orange stripes and a long fang in its mouth	16006	speaker	23619	chatMessage			8631820715672794668
9	fish_white_bodies_orange_stripes_or_fangs	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922274936.0	listener	fish-body_color-white	fish-body_color-white	fish-body_color-orange	purple body with yellow stripes	9339	speaker	19947	chatMessage			1964228288417162383
10	birds_purple_wings_crests	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922313535.0	listener	bird-crest_present	bird-crest_tail_color-purple	bird-crest_tail_color-white	plain, no feathers on top or bottom	8507	speaker	27963	chatMessage			-3410214025500063380
11	flowers_orange_stems_or_thorns	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922374124.0	listener	flower-stem_color-orange	flower-petals_color-orange	flower-stem_color-orange	white petals and white stem	8164	speaker	52039	chatMessage			-4243751385312633465
13	flowers_purple_stems_thorns	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922427343.0	listener	flower-stem_color-purple	flower-petals_color-purple	flower-thorns_present-true	white petals, no thorns on the stem	9767	speaker	31964	chatMessage			-9184673028989665576
14	fish_orange_bodies_purple_stripes	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922462893.0	listener	fish-stripes_present	fish-body_color-white	fish-stripes_color-white	all purple with yellow stripes	6827	speaker	24377	chatMessage			1470926322837066473
15	flowers_thorns_purple_petals_or_orange_stems	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922489739.0	listener	flower-petals_color-purple	flower-thorns_present-false	flower-petals_color-white	purple petals, white stem with thorns	10139	speaker	16272	chatMessage			6353996558217338181
16	flowers_purple_centers_or_orange_stems_with_thorns	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922543897.0	listener	flower-center_color-purple	flower-thorns_present-false	flower-center_color-white	yellow petals, purple center, white stem with thorns	27557	speaker	39940	chatMessage			-7037851206187839319
17	bugs_purple_legs_white_heads	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922566637.0	listener	bug-legs_color-purple	bug-antennae_present-false	bug-antennae_color-orange	purple antennas 	3609	speaker	9981	chatMessage			8325001781586421001
18	bugs_antennae_or_wings_purple_bodies	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922593567.0	listener	bug-body_color-purple	bug-legs_color-purple	bug-antennae_color-orange	white antennas with yellow legs	12614	speaker	15943	chatMessage			3638851331862961230
19	birds_purple_wings_crests	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922615728.0	listener	bird-bird_wing_color-purple	bird-crest_tail_color-purple	bird-bird_wing_color-orange	all white	3644	speaker	6998	chatMessage			-1451432759105458876
20	birds_purple_tails	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922638277.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-purple	bird-bird_wing_color-white	yellow wing	3312	speaker	10339	chatMessage			6494160849543277333
21	flowers_purple_stems_white_petals_or_orange_centers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922659241.0	listener	flower-center_color-orange	flower-petals_color-white	flower-petals_color-orange	purple petals	7302	speaker	11369	chatMessage			1954504106082370615
22	flowers_orange_petals_purple_centers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922678470.0	listener	flower-petals_color-orange	flower-stem_color-purple	flower-petals_color-orange	white petals and yellow stem	5035	speaker	9463	chatMessage			-5858928548772563732
23	birds_orange_wings_tails	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922706526.0	listener	bird-bird_wing_color-orange	bird-bird_wing_color-orange	bird-crest_present-false	yellow feathers, white wing	10776	speaker	15802	chatMessage			-2781908239495419337
24	flowers_purple_stems_or_thorns_white_centers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922736632.0	listener	flower-center_color-white	flower-stem_color-purple	flower-center_color-white	purple center, yellow stem	9197	speaker	15310	chatMessage			-2426000637401479227
25	birds_tails	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922787373.0	listener	bird-tail_present	bird-bird_wing_color-purple	bird-tail_present-false	white tail feathers, white wing	11997	speaker	23838	chatMessage			7031066319216736908
26	birds_orange_tails_or_white_wings	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922837382.0	listener	bird-bird_wing_color-white	bird-crest_tail_color-orange	bird-bird_wing_color-orange	white wing, purple feathers	22778	speaker	37133	chatMessage			-6825749723307573000
27	trees_orange_berries_purple_trunks_or_white_leaves	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922875458.0	listener	tree-trunk_color-purple	tree-berries_color-purple	tree-leaves_color-purple	blue and white	4551	speaker	8194	chatMessage			3666982854419035886
28	bugs_wings_antennae	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922909455.0	listener	bug-antennae_present	bug-wings_present-true	bug-legs_color-white	purple wings, yellow legs	14030	speaker	17582	chatMessage			-2596239626272550573
29	trees_orange_trunks_berries	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922932623.0	listener	tree-berries_present	tree-trunk_color-white	tree-leaves_present-true	blue leaves and blue trunk	7909	speaker	11639	chatMessage			-3937075367794116958
31	trees_purple_berries_or_white_trunks	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923000048.0	listener	tree-trunk_color-white	tree-berries_present-true	tree-trunk_color-purple	blue trunk, green leaves, no yellow	10875	speaker	17023	chatMessage			3535628572172945576
34	trees_without_leaves	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923068699.0	listener	tree-leaves_present	tree-berries_present-false	tree-trunk_color-purple	green trunk with white leaves	6434	speaker	9633	chatMessage			-6188902850182481981
35	flowers_orange_stems_or_thorns	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923082931.0	listener	flower-thorns_present	flower-thorns_present-false	flower-stem_color-purple	yellow stem with thorns	3229	speaker	6857	chatMessage			-3671683458613862562
37	fish_orange_bodies_or_fangs_whiskers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923129506.0	listener	fish-body_color-orange	fish-body_color-orange	fish-whiskers_present-false	pruple with long whiskers	4499	speaker	15529	chatMessage			4139346838834800834
38	trees_orange_trunks_or_berries_white_leaves	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923158541.0	listener	tree-leaves_color-white	tree-trunk_color-orange	tree-berries_present-false	white trunk with red leaves	17934	speaker	21133	chatMessage			-8024335076234783419
39	bugs_white_legs_purple_wings_or_orange_antennae	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923174586.0	listener	bug-bug_wings_color-purple	bug-body_color-purple	bug-bug_wings_color-purple	all white	1806	speaker	5232	chatMessage			3577970198076871189
40	bugs_white_legs_purple_wings_or_orange_antennae	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923197116.0	listener	bug-legs_color-white	bug-bug_wings_color-orange	bug-bug_wings_color-purple	no wings	2742	speaker	6615	chatMessage			6262079694315597950
42	fish_white_stripes_or_purple_bodies_whiskers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554923250507.0	listener	fish-body_color-purple	fish-stripes_present-true	fish-whiskers_present-false	white with long whiskers	4769	speaker	7855	chatMessage			3216044216509779582
